item,SemDis_glove_c_m
tin can,0.50944
tin can,0.50439
tin can,1.66393
tin can,0.3558599999999999
tin can,0.73787
tin can,1.65814
tin can,1.64781
tin can,1.6358899999999998
tin can,1.6187399999999998
tin can,1.61115
tin can,0.61627
tin can,0.79522
tin can,0.3264899999999999
tin can,0.71688
tin can,0.85658
tin can,1.24784
tin can,0.9606
tin can,0.63608
tin can,0.33181
tin can,1.12399
tin can,0.42064
tin can,0.61626
tin can,0.87125
tin can,1.69848
tin can,0.33885
tin can,0.84829
tin can,0.98863
tin can,1.67644
tin can,0.33591
tin can,1.61248
tin can,0.35177
tin can,1.68658
tin can,0.32279
tin can,1.4797
tin can,1.01047
tin can,1.46766
tin can,0.93021
tin can,0.5551900000000001
tin can,0.45193
tin can,1.12265
tin can,0.39731
tin can,0.54981
tin can,0.70112
tin can,0.3678
tin can,1.63681
tin can,0.31874
tin can,0.32599
tin can,0.2936999999999999
tin can,1.6514
tin can,0.38275
tin can,0.3304399999999999
tin can,1.66582
tin can,0.33087
tin can,0.99551
tin can,1.16859
tin can,1.40851
tin can,1.07082
tin can,1.18353
tin can,0.8342700000000001
tin can,
tin can,1.01669
tin can,1.10867
tin can,0.71972
tin can,1.13477
tin can,0.49756
tin can,1.10464
tin can,0.67662
tin can,0.32155
tin can,0.99551
tin can,1.24568
tin can,0.59616
tin can,1.62931
tin can,0.36223
tin can,0.35456
tin can,0.3484399999999999
tin can,0.3599099999999999
tin can,1.69586
tin can,1.65839
tin can,0.29722
tin can,0.99551
tin can,1.68407
tin can,1.6288399999999998
tin can,0.3283899999999999
tin can,0.29952
tin can,1.69926
tin can,0.37405
tin can,1.0642
tin can,0.48502
tin can,0.35516
tin can,1.6336
tin can,1.56792
tin can,1.69383
tin can,1.68096
tin can,0.99551
tin can,1.68291
tin can,1.2729
tin can,1.06917
tin can,0.79522
tin can,1.11971
tin can,1.07862
tin can,0.59616
tin can,1.15855
tin can,0.95557
tin can,0.92276
tin can,0.87125
tin can,0.84829
tin can,0.97913
tin can,0.59616
tin can,0.70258
tin can,1.48958
tin can,0.60619
tin can,0.29529
tin can,0.98716
tin can,0.59616
tin can,0.46589
tin can,0.84829
tin can,
tin can,
tin can,0.38017
tin can,1.61857
tin can,0.45492
tin can,1.0145
tin can,0.5166999999999999
tin can,0.2976
tin can,0.29984
tin can,0.31688
tin can,0.29813
tin can,1.62345
tin can,1.69586
tin can,0.94853
tin can,0.35694
tin can,0.3314899999999999
tin can,0.30265
tin can,1.66423
tin can,0.6311599999999999
tin can,1.21037
tin can,0.31149
tin can,0.7288399999999999
tin can,0.54905
tin can,1.13477
tin can,1.10867
tin can,0.91237
tin can,0.94088
tin can,1.11971
tin can,0.92276
tin can,
tin can,1.07373
tin can,0.8924799999999999
tin can,0.87641
tin can,1.11971
tin can,1.50961
tin can,0.90096
tin can,0.32626
tin can,0.53233
tin can,0.6817599999999999
tin can,0.4194799999999999
tin can,0.86555
tin can,1.07509
tin can,1.10464
tin can,1.13477
tin can,0.8739399999999999
tin can,0.54379
tin can,0.87125
tin can,1.11971
tin can,0.6252
tin can,0.97824
tin can,0.9976
tin can,1.10464
tin can,0.4095
tin can,0.96095
tin can,1.01639
tin can,0.59616
tin can,0.99551
tin can,1.67397
tin can,1.04919
tin can,1.64831
tin can,0.33463
tin can,1.66634
tin can,0.5166999999999999
tin can,0.31913
tin can,0.3506599999999999
tin can,1.35106
tin can,1.42255
tin can,0.56846
tin can,1.66061
tin can,0.3634699999999999
tin can,0.66791
tin can,0.84829
tin can,0.3056799999999999
tin can,0.92079
tin can,1.08258
tin can,
tin can,0.90027
tin can,0.87974
tin can,1.12009
tin can,
tin can,0.6444099999999999
tin can,
tin can,0.99551
tin can,1.69868
tin can,0.36867
tin can,0.63366
tin can,0.86194
tin can,0.9844
tin can,1.08302
tin can,0.99751
tin can,1.15947
tin can,1.05309
tin can,0.92
tin can,1.15014
tin can,0.3669
tin can,1.65364
tin can,1.54219
tin can,0.36895
tin can,0.53723
tin can,0.4024
tin can,0.4182099999999999
tin can,1.13477
tin can,1.20049
tin can,0.84074
tin can,0.5874900000000001
tin can,1.63854
tin can,0.31031
tin can,0.3068999999999999
tin can,0.33197
tin can,1.5642200000000002
tin can,1.6943700000000002
tin can,0.49351
tin can,0.3061199999999999
tin can,0.4897399999999999
tin can,1.65809
tin can,0.33098
tin can,1.50659
tin can,0.48405
tin can,0.84829
tin can,0.93678
tin can,1.13477
tin can,0.40057
tin can,0.3086
tin can,0.3557099999999999
tin can,0.3029699999999999
tin can,1.69499
tin can,1.24784
tin can,1.04041
tin can,1.12009
tin can,0.4095
tin can,0.46241
tin can,1.27162
tin can,0.33119
tin can,1.31314
tin can,0.49854
tin can,0.73218
tin can,0.6111800000000001
tin can,0.3367799999999999
tin can,1.07862
tin can,1.10867
tin can,1.06917
tin can,0.7132700000000001
tin can,1.26774
tin can,0.34506
tin can,0.7091700000000001
tin can,1.03604
tin can,0.6504099999999999
tin can,1.6784400000000002
tin can,0.84829
tin can,0.92276
tin can,0.3672499999999999
tin can,1.65333
tin can,1.41742
tin can,1.08336
tin can,0.29399
tin can,0.34058
tin can,0.59616
tin can,0.51894
tin can,1.00704
tin can,0.58497
tin can,0.75127
tin can,0.39442
tin can,0.84829
tin can,0.85438
tin can,0.9606
tin can,1.10464
tin can,0.59616
tin can,0.79522
tin can,1.13477
tin can,1.06098
tin can,0.46241
tin can,0.33763
tin can,0.6311599999999999
tin can,0.92276
tin can,1.07373
tin can,0.97465
tin can,0.91237
tin can,1.1415
tin can,1.62061
tin can,1.42966
tin can,0.8393200000000001
tin can,1.64427
tin can,0.96524
tin can,1.66982
tin can,0.70062
tin can,0.4024
tin can,1.14037
tin can,0.3426
tin can,1.67689
tin can,0.32332
tin can,0.3456
tin can,0.36326
tin can,1.05472
tin can,1.05464
tin can,1.33852
tin can,1.13477
tin can,1.1336
tin can,1.10464
tin can,0.84829
tin can,0.6093299999999999
tin can,0.54981
tin can,0.3456399999999999
tin can,0.35067
tin can,0.79267
tin can,1.31489
tin can,1.6922899999999998
tin can,1.67852
tin can,0.75404
tin can,1.69394
tin can,0.97105
tin can,0.35918
tin can,1.67574
tin can,0.42778
tin can,0.79607
tin can,1.64947
tin can,1.13848
tin can,0.61261
tin can,1.27335
tin can,0.59616
tin can,0.30993
tin can,1.10516
tin can,1.15855
tin can,1.03604
tin can,0.4095
tin can,0.87974
tin can,0.9606
